评价类型,消费者,rating_raw,review_text,store_name,review_date,评价展示平台,商家回应,回应&盖楼内容,rating_label,senti_score,senti_label,key_topics,store_id
门店评价,usagi814,4.5,"离家不远的小酒馆 可以定位
晚上挺热闹的 甜虾 小管都很好吃",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:57:44】商家:亲爱的顾客，感谢您对我们小酒馆的支持和喜爱！😊 很高兴听到您喜欢我们的甜虾和小管，晚上热闹的氛围也是我们一直努力营造的。我们会继续用心做好每一道菜，期待您的再次光临！🍻
",好评,0.8168,正面,"[""甜虾"", ""小管"", ""小酒馆"", ""离家"", ""好吃""]",1539873707
门店评价,柔美有趣嘿嘿鱼,5.0,"很好吃
[米饭]口味：美味
[薄荷]环境：环境很好
[服务铃]服务：服务也很好很贴心",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:57:36】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和环境，并且对我们的服务感到满意。我们会继续保持高质量的服务和美味的菜品，期待再次为您提供美好的用餐体验！
",好评,0.9999,正面,"[""服务"", ""环境"", ""薄荷"", ""贴心"", ""米饭""]",1539873707
门店评价,匿名用户,5.0,"[米饭]口味：非常好吃 意想不到的美味 非常中

[薄荷]环境：非常好",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:57:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的菜品和用餐环境感到满意。我们将继续保持高品质，期待再次为您提供美好的用餐体验！
",好评,0.9977,正面,"[""非常"", ""薄荷"", ""米饭"", ""意想不到"", ""美味""]",1539873707
门店评价,小羊,4.5,好吃好吃[笑脸][笑脸][笑脸][笑脸]还要再来！,流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:58:54】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的菜品感到满意，我们非常荣幸。您的赞美将激励我们继续努力，期待在不久的将来再次为您服务！
",好评,0.9833,正面,"[""笑脸"", ""好吃"", ""还要""]",1539873707
团购评价,小美克拉拉,4.0,"[米饭]口味：豆面和麻糍最好吃，烧得很入味。排骨比较普通。
作为一家小酒馆，酒单建议大大改进，勉强点了啤酒，选不出想喝的酒
[薄荷]环境：餐厅光线好，人多起来以后有小酒馆的氛围
[服务铃]服务：服务员很热情，会主动加水，收拾空盘",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:58:09】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的豆面和麻糍，并对我们的服务感到满意。我们会继续保持高质量菜品和热情服务，期待您再次光临！
【2025-05-22 17:48:06】点小评:豆面和麻糍真香！酒单可以多点创意，比如沙蒜海参豆面特调酒，绝对惊艳！
",好评,0.0541,负面,"[""小酒馆"", ""空盘"", ""酒单"", ""选不出"", ""豆面""]",1539873707
团购评价,小羚羊,5.0,口味很好，连连称赞，觉得很好吃；服务态度也很好，环境很好，也很好找，酒也好喝，还会考虑再来,流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:20:50】abeazzzzz:有点像卢本伟[疑问]
【2025-05-15 20:58:17】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和服务，并且对环境感到满意。我们会继续保持高品质，期待您再次光临，品尝更多美味！
【2025-05-15 21:08:57】商家:哈哈哈您说笑了，我们小店老板有点神似的
",好评,0.9964,正面,"[""服务态度"", ""好找"", ""好喝"", ""口味"", ""好吃""]",1539873707
门店评价,匿名用户,5.0,"位置离公司很近，来晚了都没位置了，可以提前预定窗景位。
味道很不错，服务态度也不错。",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:58:29】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和服务，并且对我们的位置和窗景位感到满意。我们将继续保持高质量的服务和美味的菜品，期待您再次光临！
",好评,0.9215,正面,"[""不错"", ""窗景位"", ""位置"", ""来晚"", ""服务态度""]",1539873707
门店评价,riceyoooo,5.0,好吃的，全都吃完了[笑脸],流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:58:37】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！得知您喜欢我们的菜品并全部吃完，我们感到非常高兴。我们将继续保持高质量的烹饪水准，期待再次为您提供美味的用餐体验！
",好评,0.9081,正面,"[""笑脸"", ""好吃"", ""全都""]",1539873707
团购评价,nanu77,4.5,环境优美 适合好友聚会 味道很好 服务员态度很是亲切,流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:56:47】商家:亲爱的顾客，感谢您对我们环境和服务的肯定！😊 您的满意是我们最大的动力，我们会继续努力，为您提供更好的美食体验。期待您和好友们再次光临，祝您生活愉快！🍽️
",好评,0.9974,正面,"[""环境优美"", ""服务员"", ""好友"", ""聚会"", ""亲切""]",1539873707
团购评价,匿名用户,4.0,"菜品量不大，但味道很好，适合2-4人就餐。就是入口不太好找，电梯上去后排队的都坐在门口显得很拥挤..觉得很无语的是店员虽然态度很好，但是有人插队也管不了…上菜不快，我们最后一道菜都是快要走了才上的，感觉是厨房忘记了..

[糖果]性价比：毕竟地段摆在那里，相对还是性价比较高的",流杯酒肆·台州Bistro,2025-05-15,点评,是,"【2025-05-15 20:56:16】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价。很高兴您喜欢我们的菜品味道，并认可我们的性价比。对于您提到的入口和上菜速度问题，我们深感抱歉，并会努力改进。期待您再次光临，享受更好的用餐体验！
",好评,0.3247,负面,"["".."", ""性价比"", ""很无语"", ""菜品"", ""上菜""]",1539873707
打卡评价,sunyan651,4.5,一直都挺喜欢台州菜，这家店也是收藏了很久，这次趁着五一和朋友们小聚顺道来打卡。晚上的客人挺多的，基本都是坐满。环境也好，位于二楼，可以看看窗外的风景。挺温馨的感觉，团购了套餐又加了带鱼，三个人吃份量正好,流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 22:35:21】商家:亲爱的顾客，您好！感谢您选择我们餐厅并与朋友们小聚。很高兴您喜欢我们的环境和菜品，特别是带鱼。我们将继续保持高品质，期待您再次光临，享受更多美味时光！
【2025-05-16 14:43:48】点小评:环境温馨，窗外风景如画，带鱼金黄酥脆，三个人的幸福时光！
",好评,0.9975,正面,"[""顺道来"", ""打卡"", ""小聚"", ""份量"", ""团购""]",1539873707
门店评价,小叶小叶,5.0,"[米饭]口味：很新鲜，点的招牌都不踩雷，椒盐鸭舌很独特的口味

[薄荷]环境：环境不错，工作人员服务周到",流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:26:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的招牌菜品和椒盐鸭舌的独特口味，也感谢您对我们环境的认可。我们将继续保持高质量的服务和菜品，期待再次为您提供美好的用餐体验！
",好评,0.9999,正面,"[""口味"", ""鸭舌"", ""椒盐"", ""服务周到"", ""环境""]",1539873707
买单评价,不要我还没,5.0,"「本帮低温虾」「海肠捞饭」「辣子鸡翅」菜都蛮好吃的 酒也好喝
推荐海肠捞饭",流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:26:43】商家:非常感谢您的好评！😊 很高兴您喜欢我们的本帮低温虾、海肠捞饭和辣子鸡翅，还有我们的酒。海肠捞饭是我们的特色菜，能得到您的推荐真是太开心了！期待您下次再来，我们会继续努力，为您提供更棒的美食体验！🍽️
",好评,0.0038,负面,"[""捞饭"", ""海肠"", ""辣子鸡"", ""本帮"", ""好喝""]",1539873707
门店评价,山楂干烫小麦,5.0,很久没来小酒馆，台州菜配酒，很下饭，店里也有卫生间，各种非常方便。,流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:20:56】商家:亲爱的顾客，您好！感谢您再次光临我们的小酒馆！很高兴您对我们的台州菜和便利设施感到满意。我们将继续保持高品质，期待再次为您提供美好的用餐体验！
",好评,0.0688,负面,"[""菜配"", ""小酒馆"", ""下饭"", ""很久没"", ""台州""]",1539873707
打卡评价,抹茶冰冰,5.0,服务热情，环境优雅，适合聚会聊天,流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:20:51】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的服务和环境感到满意，这对我们是极大的鼓励。我们将继续保持高质量的服务和优雅的环境，期待您再次光临，享受更多美好时光！
",好评,0.9897,正面,"[""优雅"", ""聊天"", ""聚会"", ""适合"", ""热情""]",1539873707
门店评价,各种小无聊,5.0,[糖果]性价比：窗外绿色梧桐树的位置很好看，菜品很好吃,流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:00:42】商家:亲爱的顾客，非常感谢您的好评！😊 窗外的绿色梧桐树确实是个不错的取景地，很高兴您喜欢。菜品能得到您的认可，我们也很开心。期待您下次再来，祝您生活愉快！🍴🌳
",好评,0.9989,正面,"[""菜品"", ""梧桐树"", ""性价比"", ""糖果"", ""好吃""]",1539873707
团购评价,Mikey白,5.0,"台州风味 
色香味俱佳 
灯光餐具也精致 
杯子上画画很有趣",流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 21:00:48】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的台州风味菜品，并对色香味俱佳、精致的灯光餐具和有趣的杯子设计感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.9962,正面,"[""色香味"", ""俱佳"", ""餐具"", ""画画"", ""台州""]",1539873707
门店评价,middly,4.5,很好吃，服务也很不错，下次会再来,流杯酒肆·台州Bistro,2025-05-14,点评,是,"【2025-05-14 20:23:27】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，我们会继续努力，为您提供更优质的服务和美味的菜品。期待您的再次光临，祝您生活愉快！🍽️
",好评,0.9533,正面,"[""下次"", ""好吃"", ""不错"", ""服务""]",1539873707
门店评价,伊斯白,5.0,"收藏了好久，终于来吃了
不负所望；好吃！",流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 22:39:16】商家:亲爱的顾客，您好！感谢您对我们餐厅的喜爱并选择光临！得知您对我们的菜品感到满意，我们非常高兴。我们将继续保持高品质，期待再次为您服务！
",好评,0.6778,正面,"[""所望"", ""不负"", ""好久"", ""好吃"", ""收藏""]",1539873707
团购评价,波波张碗弟,4.5,"初夏探店，干饭搭子双人餐的味蕾暴击
「本帮低温虾」
是当之无愧的C位虾肉弹嫩鲜甜，蘸上店家特调的秘制小料汁，酸甜微辣的风味瞬间激活舌尖，仿佛一口吞下了台州海风的鲜活。
「沙蒜蛏子豆面」
蛏子肥美无沙，豆面吸饱了浓郁的家烧酱汁，入口滑糯鲜香，连汤汁都想打包带走
「牛尾油泼宽面」
玩转融合创意，牛尾炖得酥烂入味，辣子泼得精准热烈，油香裹挟着宽面的筋道，一口入魂。
另外又单点了一瓶认准那只组织的雷司令，冰镇后的清冽果香与海鲜的鲜甜、辣味的激荡完美碰撞，初夏的燥热瞬间消散。
[服务铃]服务：
热情❤️‍恰到好处的那种。
[薄荷]环境：
餐厅氛围也值得一夸，木质桌椅搭配暖黄灯光，既有台州渔家的质朴感，又不失Bistro的松弛调性，朋友小聚或约会都超合适！一句话总结：吃得满足，喝得尽兴，初夏的快乐不过如此「本帮低温虾」「牛尾油泼宽面」「家烧蛏子豆面」",流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 22:39:30】商家:亲爱的顾客，感谢您对我们小店的支持和喜爱！看到您这么详细的评价，我们真的非常开心😊。您的满意是我们最大的动力，我们会继续努力，为您提供更好的美食和服务。期待您下次再来，和我们一起享受更多美味时光！祝您生活愉快，天天开心！
",好评,1.0,正面,"[""蛏子"", ""宽面"", ""豆面"", ""牛尾"", ""初夏""]",1539873707
团购评价,Mmmmmmm_Y,5.0,餐厅味道不错，氛围很好，黄鱼年糕很好吃，下次还会再来,流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 19:44:39】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的黄鱼年糕，并对餐厅的氛围感到满意。我们将继续保持高质量菜品和良好的用餐环境，期待您再次光临！
",好评,0.986,正面,"[""年糕"", ""黄鱼"", ""下次"", ""餐厅"", ""好吃""]",1539873707
门店评价,Ewen.C,5.0,在上海又找到了一家可以边喝酒边吃饭的地方，整个装修也很漂亮。没想到竟然是在晚上喝多常会买夜包子的楼上。太开心了，有我超爱的豆面。排骨也超级好吃。还有很多生腌和海鲜可以下酒。也适合喝多了来吃个夜宵。对了，还有画杯子的小活动超级可爱。,流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 19:35:17】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的装修和菜品，特别是豆面和排骨。我们会继续保持高质量，期待您再次光临，享受更多美味和乐趣！
【2025-05-19 12:10:24】点小评:豆面、排骨、生腌、海鲜，还有画杯子的小活动，这顿饭简直是味觉与视觉的双重盛宴！
",好评,0.3476,负面,"[""喝多"", ""超级"", ""买夜"", ""超爱"", ""豆面""]",1539873707
买单评价,抹茉小卡,4.0,周六去的早不用排队，选了靠窗环境比较好，地方很大。「沙蒜海参豆面」这个味道很不错，喜欢吃这个豆面分量很足，就是像薯粉的口感，蛏子也很多很入味。「小土豆烧仔排」排骨入味，土豆软烂好吃「猪油渣菜尖」很新鲜，炒的很香「台州炒麻糍」炒麻糍超级香，很有嚼劲很入味。所有菜分量都很大。打卡可以送开胃酒，但上我的那份的时候服务员不小心洒了，给我重新上了以后又送了我们一份荔枝布丁，很清甜荔枝味很浓也好吃。今天吃得比第一次吃满意！,流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 19:35:45】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的沙蒜海参豆面、小土豆烧仔排和台州炒麻糍，您的满意是我们最大的动力。我们会继续保持高质量菜品，期待您再次光临！
【2025-05-18 12:59:54】点小评:服务员洒了酒，却送了布丁，这波操作666，下次记得带个‘防洒杯’！
【2025-05-18 13:54:21】抹茉小卡:哈哈
",好评,0.5678,中性,"[""入味"", ""炒麻"", ""豆面"", ""荔枝"", ""好吃""]",1539873707
团购评价,可妮的世界,4.5,"餐厅里做酒最好喝的~
小酒馆里做菜最好吃的~

「沙蒜海参豆面」这个耶耶耶太好吃了吧！！！
非常的鲜美，沪上海鲜的标榜啊~ 食材的味道融合，吃的停不下来。
「家烧黄鱼配年糕」到感觉一般 有点咸。。。喜欢甜一点。
「葱油山东小管」很新鲜~喜欢海鲜的原味~

服务非常的标准化，一杯酒感觉比较少，让服务员再加一点，服务员说 这个就是多少多少毫升。。。",流杯酒肆·台州Bistro,2025-05-13,点评,是,"【2025-05-13 09:48:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面和葱油山东小管，您的赞美让我们备受鼓舞。我们会继续保持高品质，并改进服务细节。期待再次为您提供美好的用餐体验！
",好评,0.0019,负面,"[""海鲜"", ""服务员"", ""好吃"", ""有点咸"", ""沙蒜""]",1539873707
打卡评价,鸟来伯,5.0,靠近著名商圈，性价比高，台州菜和海鲜配酒好喝,流杯酒肆·台州Bistro,2025-05-12,点评,是,"【2025-05-12 22:19:23】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的台州菜和海鲜配酒感到满意，并认可我们的性价比。我们将继续保持高品质，期待再次为您服务！
",好评,0.995,正面,"[""配酒"", ""好喝"", ""商圈"", ""海鲜"", ""台州""]",1539873707
团购评价,匿名用户,5.0,环境很好，在小资地段，菜品好吃，就是洗手间有点不方便，要走楼梯，喜欢豆面，味道很好，一点都不腥,流杯酒肆·台州Bistro,2025-05-11,点评,是,"【2025-05-11 18:54:01】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和豆面，您的赞美让我们备受鼓舞。我们会继续保持高质量菜品，并努力改进洗手间设施。期待再次为您提供美好的用餐体验！
",好评,0.8566,正面,"[""小资"", ""不腥"", ""豆面"", ""菜品"", ""洗手间""]",1539873707
打卡评价,匿名用户,5.0,环境不错哦，很有小酒馆氛围，都是年轻人呢，菜品也不错，就是牛尾宽面有点干巴，牛肉一点点老，服务员很热情！低温虾的调料口味很是喜欢,流杯酒肆·台州Bistro,2025-05-11,点评,是,"【2025-05-11 18:54:08】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和低温虾的调料口味。对于牛尾宽面和牛肉的问题，我们会认真改进。期待您再次光临，享受更多美味！
",好评,0.9977,正面,"[""不错"", ""宽面"", ""牛尾"", ""小酒馆"", ""干巴""]",1539873707
门店评价,zina_lau,4.0,"流杯酒肆这家小酒馆是懂流量的，让顾客参与，主动宣传，靠“留杯”火爆出圈。留下杯子，丰富软装，蛮有意思的~~这家把情绪价值，算是玩明白了。。
拍照确是体力活，火速就地正法五菜俩主食，
只来得及截获一条姗姗来迟的黄鱼",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-11 18:54:26】商家:亲爱的顾客，您好！感谢您对我们小酒馆的高度评价！很高兴您喜欢我们的创意和氛围，并享受我们的菜品。我们会继续保持，期待您再次光临，体验更多美味和乐趣！
【2025-05-12 15:00:32】点小评:留杯留情，黄鱼留香，拍照留影，流杯酒肆真是个留得住回忆的地方！
",好评,0.0448,负面,"[""这家"", ""蛮有意思"", ""流杯"", ""留杯"", ""软装""]",1539873707
门店评价,酒鬼花酱白酒,4.5,味道很好 服务值得称道的 位置也很不错,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-11 18:54:33】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，我们会继续努力，为您提供更好的美食和服务。期待您下次光临，祝您生活愉快！🍽️
",好评,0.9739,正面,"[""称道"", ""味道"", ""不错"", ""值得"", ""位置""]",1539873707
门店评价,我是一朵奇葩_,5.0,总体体验超棒！服务员比较热情～带鱼鱿鱼鲜嫩，比较推荐！海肠捞饭也很香，点了一杯种了苹果的院子，酒味会淡一些，调的很好喝，很解腻～,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-11 18:54:51】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的带鱼鱿鱼和海肠捞饭，也感谢您对我们服务的认可。我们会继续保持这份用心和热情，期待有机会再度为您服务！
",好评,0.9978,正面,"[""捞饭"", ""超棒"", ""海肠"", ""会淡"", ""解腻""]",1539873707
打卡评价,爱吃焖锅鱼头的梅格,5.0,【五星推荐！令人回味无穷的用餐体验】这家餐厅从环境到服务都无可挑剔！暖色调的装潢温馨雅致，服务员笑容亲切、响应迅速。招牌菜外焦里嫩，酱汁甜咸平衡；无论是家庭聚会还是情侣约会都超合适，已经约好下周再来尝试新菜单啦！,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-11 18:55:18】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和招牌菜，并对我们的服务感到满意。我们将继续保持高品质，期待下周再次为您服务！
",好评,1.0,正面,"[""暖色调"", ""外焦里嫩"", ""招牌菜"", ""家庭聚会"", ""甜咸""]",1539873707
团购评价,热闹的棋子儿,5.0,"豆面好吃 很浓郁 麻糍也蛮有锅气
上菜速度蛮快的",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-11 18:55:01】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的豆面和麻糍，并且对菜品的上菜速度感到满意。我们会继续保持高质量和快速服务，期待再次为您提供美好的用餐体验！
",好评,0.9354,正面,"[""糍也蛮"", ""锅气"", ""蛮快"", ""豆面"", ""上菜""]",1539873707
打卡评价,咸鱼小蚯蚓求翻身,3.5,整体氛围很好，服务员也很Nice，菜品口味一般,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 19:59:35】商家:亲爱的顾客，您好！感谢您对我们氛围和服务的肯定。对于菜品口味未能让您完全满意，我们深感抱歉。我们会继续努力改进，提升菜品质量。期待您再次光临，体验我们的改进！
",中评,0.9672,正面,"[""Nice"", ""菜品"", ""服务员"", ""口味"", ""氛围""]",1539873707
门店评价,匿名用户,4.5,"[薄荷]环境：小酒馆环境 场地虽然不大 布局合理
[服务铃]服务：服务非常好 响应速度快
[米饭]口味：台州海鲜 讲究新鲜 味道可以 鱼的话应该是冰鲜的 沙蒜豆面改成了蛏子豆面 就有点一般了 家烧黄鱼还可以 海肠捞饭稍逊一筹 小管还可以有墨鱼子",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 19:59:46】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的环境和服务，并且对台州海鲜的味道表示认可。我们会继续保持高质量的服务和菜品，期待您再次光临，品尝更多美味！
",好评,0.9231,正面,"[""豆面"", ""服务"", ""捞饭"", ""蛏子"", ""冰鲜""]",1539873707
门店评价,魏宝,5.0,环境很好，家烧大黄鱼很好吃，小管鱼味道很鲜美,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 19:59:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境，并且对家烧大黄鱼和小管鱼的味道感到满意。我们将继续保持高质量菜品，期待再次为您提供美好的用餐体验！
",好评,0.768,正面,"[""家烧"", ""小管"", ""大黄鱼"", ""鲜美"", ""好吃""]",1539873707
打卡评价,匿名用户,5.0,啊啊啊啊哈哈哈哈啊哈哈无意中搜到，非常棒的一家店，妈妈叫我回家我也不走,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:00:46】商家:感谢亲的评价，确认过眼神，您是懂美食的宝藏顾客！我们家的特色菜让您流连忘返，真是city极了。我们会继续保持，期待您的再次光临，冲鸭！
",好评,0.9999,正面,"[""啊啊啊"", ""搜到"", ""哈哈哈哈"", ""哈哈"", ""无意""]",1539873707
打卡评价,贰兔兔贰,5.0,"[薄荷]环境：
藏在楼内4F，一进门，内装环境很不错，很多巧思，黄韵的灯光+郁郁葱葱的绿化
酒香不怕巷子深
『捞汁小海鲜』
好清爽，适合这逐渐热起来的气温
里面的海鲜品种挺多的
「葱油海瓜子」
海瓜子新鲜，肉质饱满
「海肠捞饭」
饭不是特别多，2-3人点也可以吃完",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:00:10】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的环境和捞汁小海鲜，特别是对海瓜子的赞美。我们会继续保持高质量，期待您再次光临，享受更多美味！
【2025-05-13 14:54:02】点小评:环境优雅，海鲜鲜美，酒香不怕巷子深，流杯酒肆真是藏龙卧虎之地！
【2025-05-27 17:51:28】獾院干饭小兔:海肠捞饭[色][色]
",好评,0.8933,正面,"[""海瓜子"", ""海鲜"", ""捞饭"", ""巷子深"", ""4F""]",1539873707
门店评价,饕餮熊熊22,5.0,"一家氛围感，时尚感很不错的江浙海味小酒馆，环境、灯光、菜的口味都在我的审美点上，来这里不太会喝酒的我们点了「金汤力特调」「悦后即焚」，很清洌，很果香，好喝
「葱油东山小管」：小小二条，膏体丰富，淋上葱油，江浙海鲜的特色，好吃！
「捞汁海鲜」:品种丰富，酸辣上头，很推荐
「葱油海瓜子」：虽是白瓜子，但新鲜，和小酒很搭
「海肠捞饭」：碳水爱好者的大爰！",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:00:54】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境、灯光和菜品口味，特别是对金汤力特调和葱油东山小管的赞美。我们会继续保持高品质，期待再次为您服务！
【2025-05-11 21:14:46】容冬:环境和酒都很对味！
",好评,0.9883,正面,"[""葱油"", ""海鲜"", ""江浙"", ""海瓜子"", ""清洌""]",1539873707
团购评价,大璐璐呀,5.0,喜欢，下次还会来～,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:01:03】商家:亲爱的顾客，您好！感谢您对我们餐厅的支持和喜爱！您的肯定是我们最大的动力。我们将继续保持高品质，期待再次为您提供美好的用餐体验！
",好评,0.8075,正面,"[""还会来"", ""下次"", ""喜欢""]",1539873707
团购评价,Jeros_6417,5.0,环境很好，味道很好，服务更好,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:01:36】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的环境、味道和服务都感到满意，我们非常荣幸。我们将继续保持高质量的服务和菜品，期待再次为您提供美好的用餐体验！
",好评,0.9667,正面,"[""味道"", ""更好"", ""服务"", ""环境""]",1539873707
门店评价,匿名用户,4.5,"[薄荷]环境：在一个老楼里面，楼下转三圈才找到一个不起眼招牌，在包子店旁边的电梯上去楼上，电梯里一股鱼腥味，店倒是还可以，安静暗搓搓的

[服务铃]服务：看我纠结酒水有主动来推荐，还挺好的，但是这个酒真的一般，还没我自己调的好喝，喝到见底也没品出什么酒味，这还是高酒精的[捂脸]

[米饭]口味：
菜都口味都是还不错的，就是量少，量少，量少，两管鱿鱼卖78端上来我都震惊了，好吧，果然任何东西加上bistro就可以理所应当量少价高，这顿同样的菜换个环境可能三百块不到就可以把。点了这些一共将近400块，用掉300-90消费券人均150，这个价位还算合适，不用券的话人均200去吃点别的什么东西也挺好的

咸蛋黄丝瓜好吃，印象最深刻
炒糍耙好吃
都练有点咸但也还好不错子",流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:01:11】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的咸蛋黄丝瓜和炒糍耙。对于您提到的酒水和菜品分量问题，我们会认真考虑并改进。我们将继续保持高品质，期待您再次光临！
",好评,0.0,负面,"[""量少"", ""电梯"", ""口味"", ""好吃"", ""人均""]",1539873707
打卡评价,姚木木,5.0,很有小调调的馆子，菜品摆盘漂漂亮亮的，海鲜类比较新鲜，提前预订可以选择靠窗位置。,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 20:01:18】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品摆盘和新鲜的海鲜，也感谢您对我们环境的认可。我们将继续保持高品质，期待再次为您服务！
",好评,0.722,正面,"[""海鲜类"", ""摆盘"", ""调调"", ""漂漂亮亮"", ""靠窗""]",1539873707
打卡评价,匿名用户,5.0,「沙蒜海参豆面」「小土豆烧仔排」「葱油海瓜子」很地道，小海鲜新鲜，咸度刚好，西柚汁甜度也刚好。坐窗边位置，抬眼看绿,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 13:59:42】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面、小土豆烧仔排和葱油海瓜子，也感谢您对我们小海鲜和西柚汁的认可。我们会继续保持高品质，期待再次为您服务！
",好评,0.9435,正面,"[""刚好"", ""小土豆"", ""海瓜子"", ""咸度"", ""沙蒜""]",1539873707
